id,userId,qrCode,documents,serviceId,date,id,referenceNumber,status,createdAt,timeSlot,updatedAt,notes,departmentId
"demo-appointment-179","demo-citizen-001","QR-REGISTRATION-169-20250815","[]","demo-service-tax-registration","2025-08-14T22:21:30.486Z","demo-appointment-179","GE-2025-179","cancelled","2025-08-15T14:27:57.980Z","14:30-15:41","2025-08-12T03:18:51.329Z","Appointment for tax registration","demo-dept-immigration"
"demo-appointment-180","demo-citizen-001","QR-REGISTRATION-170-20250910","[]","demo-service-vehicle-registration","2025-09-09T23:12:22.659Z","demo-appointment-180","GE-2025-180","confirmed","2025-05-29T14:13:41.789Z","09:00-10:06","2025-07-26T21:48:05.312Z","Appointment for vehicle registration","demo-dept-registrar-general"
"demo-appointment-181","demo-citizen-001","QR-EXTENSION-171-20250723","[]","demo-service-visa-extension","2025-07-23T15:13:17.318Z","demo-appointment-181","GE-2025-181","no-show","2025-08-11T19:57:18.329Z","10:00-11:13","2025-08-11T16:51:39.366Z","Appointment for visa extension","demo-dept-registrar-general"
"demo-appointment-182","demo-citizen-001","QR-CERTIFICATE-172-20250821","[]","demo-service-death-certificate","2025-08-20T21:52:33.030Z","demo-appointment-182","GE-2025-182","pending","2025-08-04T23:39:43.686Z","10:00-11:14","2025-07-30T09:29:53.741Z","Appointment for death certificate","demo-dept-inland-revenue"
"demo-appointment-183","demo-citizen-001","QR-RENEWAL-173-20250624","[]","demo-service-passport-renewal","2025-06-24T16:32:45.094Z","demo-appointment-183","GE-2025-183","completed","2025-08-15T05:16:29.286Z","13:00-14:14","2025-08-15T13:49:03.177Z","Appointment for passport renewal","demo-dept-immigration"
"demo-appointment-184","demo-citizen-001","QR-CERTIFICATE-174-20250719","[]","demo-service-marriage-certificate","2025-07-19T14:10:39.995Z","demo-appointment-184","GE-2025-184","cancelled","2025-08-08T07:06:32.262Z","11:30-12:57","2025-07-30T14:30:32.714Z","Appointment for marriage certificate","demo-dept-registrar-general"
"demo-appointment-185","demo-citizen-001","QR-CERTIFICATE-175-20250907","[]","demo-service-birth-certificate","2025-09-07T11:41:03.402Z","demo-appointment-185","GE-2025-185","pending","2025-06-22T23:37:39.935Z","09:00-09:56","2025-08-11T19:35:10.116Z","Appointment for birth certificate","demo-dept-motor-traffic"
"demo-appointment-186","demo-citizen-001","QR-CERTIFICATE-176-20250905","[]","demo-service-marriage-certificate","2025-09-05T18:23:13.010Z","demo-appointment-186","GE-2025-186","confirmed","2025-06-19T13:50:47.504Z","10:30-11:04","2025-08-12T10:32:14.653Z","Appointment for marriage certificate","demo-dept-motor-traffic"
"demo-appointment-187","demo-citizen-001","QR-CERTIFICATE-177-20250904","[]","demo-service-marriage-certificate","2025-09-04T05:53:28.541Z","demo-appointment-187","GE-2025-187","confirmed","2025-07-15T17:47:03.915Z","14:30-15:42","2025-08-12T10:27:28.283Z","Appointment for marriage certificate","demo-dept-inland-revenue"
"demo-appointment-188","demo-citizen-001","QR-EXTENSION-178-20250728","[]","demo-service-visa-extension","2025-07-28T17:08:42.895Z","demo-appointment-188","GE-2025-188","cancelled","2025-05-20T19:45:52.272Z","16:00-16:30","2025-07-29T00:46:21.579Z","Appointment for visa extension","demo-dept-immigration"
"demo-appointment-189","demo-citizen-001","QR-FILING-179-20250715","[]","demo-service-tax-filing","2025-07-15T06:58:28.490Z","demo-appointment-189","GE-2025-189","completed","2025-05-26T11:41:50.303Z","15:00-16:02","2025-08-01T11:30:58.412Z","Appointment for tax filing","demo-dept-inland-revenue"
"demo-appointment-190","demo-citizen-001","QR-LICENSE-180-20250710","[]","demo-service-driving-license","2025-07-09T22:51:32.839Z","demo-appointment-190","GE-2025-190","completed","2025-06-29T19:39:58.095Z","15:00-16:16","2025-08-13T18:32:43.559Z","Appointment for driving license","demo-dept-inland-revenue"
"demo-appointment-191","demo-citizen-001","QR-RENEWAL-181-20250902","[]","demo-service-license-renewal","2025-09-01T23:05:28.340Z","demo-appointment-191","GE-2025-191","confirmed","2025-07-07T14:38:42.980Z","08:30-09:42","2025-07-27T11:54:19.295Z","Appointment for license renewal","demo-dept-immigration"
"demo-appointment-192","demo-citizen-001","QR-RENEWAL-182-20250803","[]","demo-service-passport-renewal","2025-08-02T23:19:54.400Z","demo-appointment-192","GE-2025-192","cancelled","2025-06-30T21:42:15.720Z","14:00-15:01","2025-08-09T21:14:30.748Z","Appointment for passport renewal","demo-dept-motor-traffic"
"demo-appointment-193","demo-citizen-001","QR-RENEWAL-183-20250906","[]","demo-service-license-renewal","2025-09-05T21:31:34.049Z","demo-appointment-193","GE-2025-193","confirmed","2025-06-15T00:03:48.775Z","11:30-12:08","2025-08-14T06:24:44.571Z","Appointment for license renewal","demo-dept-registrar-general"
"demo-appointment-194","demo-citizen-001","QR-LICENSE-184-20250728","[]","demo-service-driving-license","2025-07-28T05:35:54.294Z","demo-appointment-194","GE-2025-194","no-show","2025-05-27T09:48:03.573Z","13:30-14:21","2025-08-09T22:58:11.092Z","Appointment for driving license","demo-dept-motor-traffic"
"demo-appointment-195","demo-citizen-001","QR-APPLICATION-185-20250730","[]","demo-service-passport-application","2025-07-29T22:42:53.316Z","demo-appointment-195","GE-2025-195","cancelled","2025-08-02T13:53:11.850Z","09:30-10:43","2025-07-28T18:14:30.944Z","Appointment for passport application","demo-dept-registrar-general"
"demo-appointment-196","demo-citizen-001","QR-EXTENSION-186-20250703","[]","demo-service-visa-extension","2025-07-03T02:40:52.990Z","demo-appointment-196","GE-2025-196","completed","2025-05-29T16:51:05.349Z","09:30-10:15","2025-08-10T19:22:33.294Z","Appointment for visa extension","demo-dept-immigration"
"demo-appointment-197","demo-citizen-001","QR-EXTENSION-187-20250817","[]","demo-service-visa-extension","2025-08-16T23:06:18.144Z","demo-appointment-197","GE-2025-197","pending","2025-08-15T07:50:05.396Z","15:30-16:37","2025-07-22T06:43:24.004Z","Appointment for visa extension","demo-dept-registrar-general"
"demo-appointment-198","demo-citizen-001","QR-APPLICATION-188-20250818","[]","demo-service-passport-application","2025-08-17T23:58:43.751Z","demo-appointment-198","GE-2025-198","confirmed","2025-06-06T16:50:24.496Z","16:00-17:08","2025-08-02T04:29:19.707Z","Appointment for passport application","demo-dept-immigration"
"demo-appointment-199","demo-citizen-001","QR-CERTIFICATE-189-20250820","[]","demo-service-birth-certificate","2025-08-19T23:54:43.465Z","demo-appointment-199","GE-2025-199","pending","2025-08-13T03:34:08.663Z","14:30-15:59","2025-07-24T04:50:04.176Z","Appointment for birth certificate","demo-dept-motor-traffic"
"demo-appointment-200","demo-citizen-001","QR-APPLICATION-190-20250810","[]","demo-service-passport-application","2025-08-09T19:37:08.315Z","demo-appointment-200","GE-2025-200","no-show","2025-08-15T04:15:19.544Z","11:00-11:32","2025-07-31T13:23:56.601Z","Appointment for passport application","demo-dept-motor-traffic"
"demo-appointment-201","demo-citizen-001","QR-REGISTRATION-191-20250817","[]","demo-service-tax-registration","2025-08-16T18:54:45.463Z","demo-appointment-201","GE-2025-201","pending","2025-08-14T00:23:33.024Z","08:00-09:10","2025-08-09T10:49:36.346Z","Appointment for tax registration","demo-dept-registrar-general"
"demo-appointment-202","demo-citizen-001","QR-RENEWAL-192-20250806","[]","demo-service-license-renewal","2025-08-05T20:09:07.021Z","demo-appointment-202","GE-2025-202","no-show","2025-07-15T06:24:53.270Z","11:30-12:15","2025-07-18T11:16:59.912Z","Appointment for license renewal","demo-dept-registrar-general"
"demo-appointment-203","demo-citizen-001","QR-RENEWAL-193-20250913","[]","demo-service-passport-renewal","2025-09-13T11:52:16.850Z","demo-appointment-203","GE-2025-203","pending","2025-06-20T22:08:03.347Z","09:00-10:13","2025-07-17T20:56:05.328Z","Appointment for passport renewal","demo-dept-registrar-general"
"demo-appointment-204","demo-citizen-001","QR-CLEARANCE-194-20250915","[]","demo-service-tax-clearance","2025-09-14T20:45:36.431Z","demo-appointment-204","GE-2025-204","confirmed","2025-05-28T08:22:59.127Z","11:00-12:14","2025-07-27T18:22:16.817Z","Appointment for tax clearance","demo-dept-inland-revenue"
"demo-appointment-205","demo-citizen-001","QR-REGISTRATION-195-20250823","[]","demo-service-vehicle-registration","2025-08-23T11:56:43.281Z","demo-appointment-205","GE-2025-205","pending","2025-06-24T18:41:18.489Z","09:30-10:22","2025-07-30T21:15:22.449Z","Appointment for vehicle registration","demo-dept-motor-traffic"
"demo-appointment-206","demo-citizen-001","QR-FILING-196-20250724","[]","demo-service-tax-filing","2025-07-24T06:59:33.001Z","demo-appointment-206","GE-2025-206","no-show","2025-07-24T23:41:07.041Z","10:30-11:59","2025-07-22T17:16:16.091Z","Appointment for tax filing","demo-dept-inland-revenue"
"demo-appointment-207","demo-citizen-001","QR-CERTIFICATE-197-20250817","[]","demo-service-birth-certificate","2025-08-17T09:27:45.277Z","demo-appointment-207","GE-2025-207","pending","2025-08-07T20:28:10.908Z","15:30-16:13","2025-08-15T18:00:40.600Z","Appointment for birth certificate","demo-dept-motor-traffic"
"demo-appointment-208","demo-citizen-001","QR-CERTIFICATE-198-20250728","[]","demo-service-birth-certificate","2025-07-28T17:52:58.398Z","demo-appointment-208","GE-2025-208","cancelled","2025-08-12T06:02:55.639Z","08:00-09:04","2025-08-13T01:48:55.918Z","Appointment for birth certificate","demo-dept-immigration"
"demo-appointment-209","demo-citizen-001","QR-RENEWAL-199-20250901","[]","demo-service-passport-renewal","2025-09-01T01:29:23.346Z","demo-appointment-209","GE-2025-209","confirmed","2025-08-09T16:50:28.927Z","08:30-09:52","2025-08-07T16:53:48.240Z","Appointment for passport renewal","demo-dept-motor-traffic"
"demo-appointment-210","demo-citizen-001","QR-REGISTRATION-200-20250810","[]","demo-service-vehicle-registration","2025-08-10T05:55:16.732Z","demo-appointment-210","GE-2025-210","cancelled","2025-07-20T16:13:02.384Z","13:30-14:00","2025-07-26T17:59:32.309Z","Appointment for vehicle registration","demo-dept-registrar-general"
